bin,different,total,language_id,speaker_id,group_id,n_observed_chips,n_missing_chips,n_valid_pairs,distance,language_K
11,4403,4991,81,22,81:22,330,0,54285,64.25956490493448,6
12,4678,5174,81,22,81:22,330,0,54285,69.84735315753748,6
13,4512,4955,81,22,81:22,330,0,54285,75.43514141014049,6
14,3330,3638,81,22,81:22,330,0,54285,81.02292966274348,6
15,2730,2971,81,22,81:22,330,0,54285,86.61071791534647,6
16,2201,2406,81,22,81:22,330,0,54285,92.19850616794949,6
17,1694,1885,81,22,81:22,330,0,54285,97.78629442055248,6
18,1399,1521,81,22,81:22,330,0,54285,103.37408267315547,6
19,1016,1106,81,22,81:22,330,0,54285,108.96187092575848,6
20,877,933,81,22,81:22,330,0,54285,114.54965917836148,6
21,517,555,81,22,81:22,330,0,54285,120.13744743096447,6
22,365,395,81,22,81:22,330,0,54285,125.72523568356746,6
23,218,227,81,22,81:22,330,0,54285,131.31302393617045,6
24,146,148,81,22,81:22,330,0,54285,136.90081218877347,6
25,92,92,81,22,81:22,330,0,54285,142.48860044137646,6
26,36,36,81,22,81:22,330,0,54285,148.07638869397948,6
27,20,20,81,22,81:22,330,0,54285,153.66417694658247,6
28,8,8,81,22,81:22,330,0,54285,159.25196519918546,6
29,4,4,81,22,81:22,330,0,54285,164.83975345178845,6
0,80,233,81,23,81:23,330,0,54285,2.7938941263014994,6
1,149,442,81,23,81:23,330,0,54285,8.381682378904499,6
2,464,1110,81,23,81:23,330,0,54285,13.969470631507498,6
3,677,1401,81,23,81:23,330,0,54285,19.557258884110496,6
4,964,1712,81,23,81:23,330,0,54285,25.145047136713494,6
5,1102,1864,81,23,81:23,330,0,54285,30.73283538931649,6
6,1561,2492,81,23,81:23,330,0,54285,36.3206236419195,6
7,1895,2902,81,23,81:23,330,0,54285,41.90841189452249,6
8,2146,3134,81,23,81:23,330,0,54285,47.49620014712549,6
9,2691,3768,81,23,81:23,330,0,54285,53.08398839972848,6
10,3111,4162,81,23,81:23,330,0,54285,58.67177665233149,6
11,3979,4991,81,23,81:23,330,0,54285,64.25956490493448,6
12,4261,5174,81,23,81:23,330,0,54285,69.84735315753748,6
13,4133,4955,81,23,81:23,330,0,54285,75.43514141014049,6
14,3026,3638,81,23,81:23,330,0,54285,81.02292966274348,6
15,2421,2971,81,23,81:23,330,0,54285,86.61071791534647,6
16,1950,2406,81,23,81:23,330,0,54285,92.19850616794949,6
17,1533,1885,81,23,81:23,330,0,54285,97.78629442055248,6
18,1276,1521,81,23,81:23,330,0,54285,103.37408267315547,6
19,943,1106,81,23,81:23,330,0,54285,108.96187092575848,6
20,800,933,81,23,81:23,330,0,54285,114.54965917836148,6
21,476,555,81,23,81:23,330,0,54285,120.13744743096447,6
22,343,395,81,23,81:23,330,0,54285,125.72523568356746,6
23,197,227,81,23,81:23,330,0,54285,131.31302393617045,6
24,129,148,81,23,81:23,330,0,54285,136.90081218877347,6
25,85,92,81,23,81:23,330,0,54285,142.48860044137646,6
26,34,36,81,23,81:23,330,0,54285,148.07638869397948,6
27,20,20,81,23,81:23,330,0,54285,153.66417694658247,6
28,8,8,81,23,81:23,330,0,54285,159.25196519918546,6
29,4,4,81,23,81:23,330,0,54285,164.83975345178845,6
0,34,233,81,24,81:24,330,0,54285,2.7938941263014994,6
1,69,442,81,24,81:24,330,0,54285,8.381682378904499,6
2,337,1110,81,24,81:24,330,0,54285,13.969470631507498,6
3,561,1401,81,24,81:24,330,0,54285,19.557258884110496,6
4,886,1712,81,24,81:24,330,0,54285,25.145047136713494,6
5,1045,1864,81,24,81:24,330,0,54285,30.73283538931649,6
6,1643,2492,81,24,81:24,330,0,54285,36.3206236419195,6
7,1983,2902,81,24,81:24,330,0,54285,41.90841189452249,6
8,2348,3134,81,24,81:24,330,0,54285,47.49620014712549,6
9,2944,3768,81,24,81:24,330,0,54285,53.08398839972848,6
10,3440,4162,81,24,81:24,330,0,54285,58.67177665233149,6
11,4207,4991,81,24,81:24,330,0,54285,64.25956490493448,6
12,4458,5174,81,24,81:24,330,0,54285,69.84735315753748,6
13,4385,4955,81,24,81:24,330,0,54285,75.43514141014049,6
14,3269,3638,81,24,81:24,330,0,54285,81.02292966274348,6
15,2679,2971,81,24,81:24,330,0,54285,86.61071791534647,6
16,2234,2406,81,24,81:24,330,0,54285,92.19850616794949,6
17,1729,1885,81,24,81:24,330,0,54285,97.78629442055248,6
18,1426,1521,81,24,81:24,330,0,54285,103.37408267315547,6
19,1037,1106,81,24,81:24,330,0,54285,108.96187092575848,6
20,894,933,81,24,81:24,330,0,54285,114.54965917836148,6
21,527,555,81,24,81:24,330,0,54285,120.13744743096447,6
22,377,395,81,24,81:24,330,0,54285,125.72523568356746,6
23,226,227,81,24,81:24,330,0,54285,131.31302393617045,6
24,147,148,81,24,81:24,330,0,54285,136.90081218877347,6
25,92,92,81,24,81:24,330,0,54285,142.48860044137646,6
26,36,36,81,24,81:24,330,0,54285,148.07638869397948,6
27,20,20,81,24,81:24,330,0,54285,153.66417694658247,6
28,8,8,81,24,81:24,330,0,54285,159.25196519918546,6
29,4,4,81,24,81:24,330,0,54285,164.83975345178845,6
0,43,233,82,1,82:1,330,0,54285,2.7938941263014994,6
1,99,442,82,1,82:1,330,0,54285,8.381682378904499,6
2,353,1110,82,1,82:1,330,0,54285,13.969470631507498,6
3,575,1401,82,1,82:1,330,0,54285,19.557258884110496,6
4,757,1712,82,1,82:1,330,0,54285,25.145047136713494,6
5,865,1864,82,1,82:1,330,0,54285,30.73283538931649,6
6,1377,2492,82,1,82:1,330,0,54285,36.3206236419195,6
7,1593,2902,82,1,82:1,330,0,54285,41.90841189452249,6
8,1908,3134,82,1,82:1,330,0,54285,47.49620014712549,6
9,2466,3768,82,1,82:1,330,0,54285,53.08398839972848,6
10,2960,4162,82,1,82:1,330,0,54285,58.67177665233149,6
11,3762,4991,82,1,82:1,330,0,54285,64.25956490493448,6
12,3997,5174,82,1,82:1,330,0,54285,69.84735315753748,6
13,4160,4955,82,1,82:1,330,0,54285,75.43514141014049,6
14,3128,3638,82,1,82:1,330,0,54285,81.02292966274348,6
15,2602,2971,82,1,82:1,330,0,54285,86.61071791534647,6
16,2110,2406,82,1,82:1,330,0,54285,92.19850616794949,6
17,1646,1885,82,1,82:1,330,0,54285,97.78629442055248,6
18,1371,1521,82,1,82:1,330,0,54285,103.37408267315547,6
19,997,1106,82,1,82:1,330,0,54285,108.96187092575848,6
20,850,933,82,1,82:1,330,0,54285,114.54965917836148,6
21,495,555,82,1,82:1,330,0,54285,120.13744743096447,6
22,357,395,82,1,82:1,330,0,54285,125.72523568356746,6
23,215,227,82,1,82:1,330,0,54285,131.31302393617045,6
24,146,148,82,1,82:1,330,0,54285,136.90081218877347,6
25,91,92,82,1,82:1,330,0,54285,142.48860044137646,6
26,36,36,82,1,82:1,330,0,54285,148.07638869397948,6
27,20,20,82,1,82:1,330,0,54285,153.66417694658247,6
28,8,8,82,1,82:1,330,0,54285,159.25196519918546,6
29,4,4,82,1,82:1,330,0,54285,164.83975345178845,6
0,79,233,82,2,82:2,330,0,54285,2.7938941263014994,6
1,149,442,82,2,82:2,330,0,54285,8.381682378904499,6
2,475,1110,82,2,82:2,330,0,54285,13.969470631507498,6
3,766,1401,82,2,82:2,330,0,54285,19.557258884110496,6
4,868,1712,82,2,82:2,330,0,54285,25.145047136713494,6
5,1028,1864,82,2,82:2,330,0,54285,30.73283538931649,6
6,1558,2492,82,2,82:2,330,0,54285,36.3206236419195,6
7,1789,2902,82,2,82:2,330,0,54285,41.90841189452249,6
8,2103,3134,82,2,82:2,330,0,54285,47.49620014712549,6
9,2675,3768,82,2,82:2,330,0,54285,53.08398839972848,6
10,3207,4162,82,2,82:2,330,0,54285,58.67177665233149,6
11,4089,4991,82,2,82:2,330,0,54285,64.25956490493448,6
12,4569,5174,82,2,82:2,330,0,54285,69.84735315753748,6
13,4446,4955,82,2,82:2,330,0,54285,75.43514141014049,6
14,3280,3638,82,2,82:2,330,0,54285,81.02292966274348,6
15,2750,2971,82,2,82:2,330,0,54285,86.61071791534647,6
16,2283,2406,82,2,82:2,330,0,54285,92.19850616794949,6
17,1811,1885,82,2,82:2,330,0,54285,97.78629442055248,6
18,1479,1521,82,2,82:2,330,0,54285,103.37408267315547,6
19,1087,1106,82,2,82:2,330,0,54285,108.96187092575848,6
20,930,933,82,2,82:2,330,0,54285,114.54965917836148,6
21,555,555,82,2,82:2,330,0,54285,120.13744743096447,6
22,395,395,82,2,82:2,330,0,54285,125.72523568356746,6
23,227,227,82,2,82:2,330,0,54285,131.31302393617045,6
24,148,148,82,2,82:2,330,0,54285,136.90081218877347,6
25,92,92,82,2,82:2,330,0,54285,142.48860044137646,6
26,36,36,82,2,82:2,330,0,54285,148.07638869397948,6
27,20,20,82,2,82:2,330,0,54285,153.66417694658247,6
28,8,8,82,2,82:2,330,0,54285,159.25196519918546,6
29,4,4,82,2,82:2,330,0,54285,164.83975345178845,6
0,83,233,82,3,82:3,330,0,54285,2.7938941263014994,6
1,181,442,82,3,82:3,330,0,54285,8.381682378904499,6
2,553,1110,82,3,82:3,330,0,54285,13.969470631507498,6
3,697,1401,82,3,82:3,330,0,54285,19.557258884110496,6
4,1019,1712,82,3,82:3,330,0,54285,25.145047136713494,6
5,1181,1864,82,3,82:3,330,0,54285,30.73283538931649,6
6,1784,2492,82,3,82:3,330,0,54285,36.3206236419195,6
7,2131,2902,82,3,82:3,330,0,54285,41.90841189452249,6
8,2478,3134,82,3,82:3,330,0,54285,47.49620014712549,6
9,3060,3768,82,3,82:3,330,0,54285,53.08398839972848,6
10,3601,4162,82,3,82:3,330,0,54285,58.67177665233149,6
11,4480,4991,82,3,82:3,330,0,54285,64.25956490493448,6
12,4706,5174,82,3,82:3,330,0,54285,69.84735315753748,6
13,4578,4955,82,3,82:3,330,0,54285,75.43514141014049,6
14,3352,3638,82,3,82:3,330,0,54285,81.02292966274348,6
15,2736,2971,82,3,82:3,330,0,54285,86.61071791534647,6
16,2192,2406,82,3,82:3,330,0,54285,92.19850616794949,6
17,1703,1885,82,3,82:3,330,0,54285,97.78629442055248,6
18,1370,1521,82,3,82:3,330,0,54285,103.37408267315547,6
19,987,1106,82,3,82:3,330,0,54285,108.96187092575848,6
20,833,933,82,3,82:3,330,0,54285,114.54965917836148,6
21,510,555,82,3,82:3,330,0,54285,120.13744743096447,6
22,370,395,82,3,82:3,330,0,54285,125.72523568356746,6
23,203,227,82,3,82:3,330,0,54285,131.31302393617045,6
24,137,148,82,3,82:3,330,0,54285,136.90081218877347,6
25,85,92,82,3,82:3,330,0,54285,142.48860044137646,6
26,33,36,82,3,82:3,330,0,54285,148.07638869397948,6
27,20,20,82,3,82:3,330,0,54285,153.66417694658247,6
28,8,8,82,3,82:3,330,0,54285,159.25196519918546,6
29,4,4,82,3,82:3,330,0,54285,164.83975345178845,6
0,96,233,82,4,82:4,330,0,54285,2.7938941263014994,6
1,151,442,82,4,82:4,330,0,54285,8.381682378904499,6
2,472,1110,82,4,82:4,330,0,54285,13.969470631507498,6
3,655,1401,82,4,82:4,330,0,54285,19.557258884110496,6
4,912,1712,82,4,82:4,330,0,54285,25.145047136713494,6
5,1054,1864,82,4,82:4,330,0,54285,30.73283538931649,6
6,1477,2492,82,4,82:4,330,0,54285,36.3206236419195,6
7,1849,2902,82,4,82:4,330,0,54285,41.90841189452249,6
8,2074,3134,82,4,82:4,330,0,54285,47.49620014712549,6
9,2504,3768,82,4,82:4,330,0,54285,53.08398839972848,6
10,2930,4162,82,4,82:4,330,0,54285,58.67177665233149,6
11,3672,4991,82,4,82:4,330,0,54285,64.25956490493448,6
12,3865,5174,82,4,82:4,330,0,54285,69.84735315753748,6
13,3664,4955,82,4,82:4,330,0,54285,75.43514141014049,6
14,2639,3638,82,4,82:4,330,0,54285,81.02292966274348,6
15,2106,2971,82,4,82:4,330,0,54285,86.61071791534647,6
16,1745,2406,82,4,82:4,330,0,54285,92.19850616794949,6
17,1349,1885,82,4,82:4,330,0,54285,97.78629442055248,6
18,1068,1521,82,4,82:4,330,0,54285,103.37408267315547,6
19,796,1106,82,4,82:4,330,0,54285,108.96187092575848,6
20,675,933,82,4,82:4,330,0,54285,114.54965917836148,6
21,415,555,82,4,82:4,330,0,54285,120.13744743096447,6
22,294,395,82,4,82:4,330,0,54285,125.72523568356746,6
23,185,227,82,4,82:4,330,0,54285,131.31302393617045,6
24,129,148,82,4,82:4,330,0,54285,136.90081218877347,6
25,87,92,82,4,82:4,330,0,54285,142.48860044137646,6
26,34,36,82,4,82:4,330,0,54285,148.07638869397948,6
27,20,20,82,4,82:4,330,0,54285,153.66417694658247,6
28,8,8,82,4,82:4,330,0,54285,159.25196519918546,6
29,4,4,82,4,82:4,330,0,54285,164.83975345178845,6
0,39,233,82,5,82:5,330,0,54285,2.7938941263014994,6
1,83,442,82,5,82:5,330,0,54285,8.381682378904499,6
2,345,1110,82,5,82:5,330,0,54285,13.969470631507498,6
3,480,1401,82,5,82:5,330,0,54285,19.557258884110496,6
4,837,1712,82,5,82:5,330,0,54285,25.145047136713494,6
5,1072,1864,82,5,82:5,330,0,54285,30.73283538931649,6
6,1611,2492,82,5,82:5,330,0,54285,36.3206236419195,6
7,1927,2902,82,5,82:5,330,0,54285,41.90841189452249,6
8,2369,3134,82,5,82:5,330,0,54285,47.49620014712549,6
9,2966,3768,82,5,82:5,330,0,54285,53.08398839972848,6
10,3593,4162,82,5,82:5,330,0,54285,58.67177665233149,6
11,4500,4991,82,5,82:5,330,0,54285,64.25956490493448,6
12,4861,5174,82,5,82:5,330,0,54285,69.84735315753748,6
13,4733,4955,82,5,82:5,330,0,54285,75.43514141014049,6
14,3497,3638,82,5,82:5,330,0,54285,81.02292966274348,6
15,2885,2971,82,5,82:5,330,0,54285,86.61071791534647,6
16,2352,2406,82,5,82:5,330,0,54285,92.19850616794949,6
17,1840,1885,82,5,82:5,330,0,54285,97.78629442055248,6
18,1507,1521,82,5,82:5,330,0,54285,103.37408267315547,6
19,1098,1106,82,5,82:5,330,0,54285,108.96187092575848,6
20,931,933,82,5,82:5,330,0,54285,114.54965917836148,6
21,554,555,82,5,82:5,330,0,54285,120.13744743096447,6
22,395,395,82,5,82:5,330,0,54285,125.72523568356746,6
23,227,227,82,5,82:5,330,0,54285,131.31302393617045,6
24,148,148,82,5,82:5,330,0,54285,136.90081218877347,6
25,92,92,82,5,82:5,330,0,54285,142.48860044137646,6
26,36,36,82,5,82:5,330,0,54285,148.07638869397948,6
27,20,20,82,5,82:5,330,0,54285,153.66417694658247,6
28,8,8,82,5,82:5,330,0,54285,159.25196519918546,6
29,4,4,82,5,82:5,330,0,54285,164.83975345178845,6
0,33,233,82,6,82:6,330,0,54285,2.7938941263014994,6
1,59,442,82,6,82:6,330,0,54285,8.381682378904499,6
2,284,1110,82,6,82:6,330,0,54285,13.969470631507498,6
3,446,1401,82,6,82:6,330,0,54285,19.557258884110496,6
4,736,1712,82,6,82:6,330,0,54285,25.145047136713494,6
5,831,1864,82,6,82:6,330,0,54285,30.73283538931649,6
6,1418,2492,82,6,82:6,330,0,54285,36.3206236419195,6
7,1592,2902,82,6,82:6,330,0,54285,41.90841189452249,6
8,1985,3134,82,6,82:6,330,0,54285,47.49620014712549,6
9,2546,3768,82,6,82:6,330,0,54285,53.08398839972848,6
10,3098,4162,82,6,82:6,330,0,54285,58.67177665233149,6
11,3916,4991,82,6,82:6,330,0,54285,64.25956490493448,6
12,4155,5174,82,6,82:6,330,0,54285,69.84735315753748,6
13,4293,4955,82,6,82:6,330,0,54285,75.43514141014049,6
14,3277,3638,82,6,82:6,330,0,54285,81.02292966274348,6
15,2680,2971,82,6,82:6,330,0,54285,86.61071791534647,6
16,2192,2406,82,6,82:6,330,0,54285,92.19850616794949,6
17,1735,1885,82,6,82:6,330,0,54285,97.78629442055248,6
18,1417,1521,82,6,82:6,330,0,54285,103.37408267315547,6
19,1038,1106,82,6,82:6,330,0,54285,108.96187092575848,6
20,873,933,82,6,82:6,330,0,54285,114.54965917836148,6
21,516,555,82,6,82:6,330,0,54285,120.13744743096447,6
22,371,395,82,6,82:6,330,0,54285,125.72523568356746,6
23,220,227,82,6,82:6,330,0,54285,131.31302393617045,6
24,145,148,82,6,82:6,330,0,54285,136.90081218877347,6
25,92,92,82,6,82:6,330,0,54285,142.48860044137646,6
26,36,36,82,6,82:6,330,0,54285,148.07638869397948,6
27,20,20,82,6,82:6,330,0,54285,153.66417694658247,6
28,8,8,82,6,82:6,330,0,54285,159.25196519918546,6
29,4,4,82,6,82:6,330,0,54285,164.83975345178845,6
0,147,233,82,7,82:7,330,0,54285,2.7938941263014994,6
1,215,442,82,7,82:7,330,0,54285,8.381682378904499,6
2,554,1110,82,7,82:7,330,0,54285,13.969470631507498,6
3,761,1401,82,7,82:7,330,0,54285,19.557258884110496,6
4,906,1712,82,7,82:7,330,0,54285,25.145047136713494,6
5,1014,1864,82,7,82:7,330,0,54285,30.73283538931649,6
6,1458,2492,82,7,82:7,330,0,54285,36.3206236419195,6
7,1757,2902,82,7,82:7,330,0,54285,41.90841189452249,6
8,1877,3134,82,7,82:7,330,0,54285,47.49620014712549,6
9,2425,3768,82,7,82:7,330,0,54285,53.08398839972848,6
10,2843,4162,82,7,82:7,330,0,54285,58.67177665233149,6
11,3678,4991,82,7,82:7,330,0,54285,64.25956490493448,6
12,3987,5174,82,7,82:7,330,0,54285,69.84735315753748,6
13,3874,4955,82,7,82:7,330,0,54285,75.43514141014049,6
14,2898,3638,82,7,82:7,330,0,54285,81.02292966274348,6
15,2426,2971,82,7,82:7,330,0,54285,86.61071791534647,6
16,2004,2406,82,7,82:7,330,0,54285,92.19850616794949,6
17,1587,1885,82,7,82:7,330,0,54285,97.78629442055248,6
18,1327,1521,82,7,82:7,330,0,54285,103.37408267315547,6
19,982,1106,82,7,82:7,330,0,54285,108.96187092575848,6
20,829,933,82,7,82:7,330,0,54285,114.54965917836148,6
21,488,555,82,7,82:7,330,0,54285,120.13744743096447,6
22,348,395,82,7,82:7,330,0,54285,125.72523568356746,6
23,203,227,82,7,82:7,330,0,54285,131.31302393617045,6
24,135,148,82,7,82:7,330,0,54285,136.90081218877347,6
25,85,92,82,7,82:7,330,0,54285,142.48860044137646,6
26,33,36,82,7,82:7,330,0,54285,148.07638869397948,6
27,20,20,82,7,82:7,330,0,54285,153.66417694658247,6
28,8,8,82,7,82:7,330,0,54285,159.25196519918546,6
29,4,4,82,7,82:7,330,0,54285,164.83975345178845,6
0,96,233,82,8,82:8,330,0,54285,2.7938941263014994,6
1,159,442,82,8,82:8,330,0,54285,8.381682378904499,6
2,389,1110,82,8,82:8,330,0,54285,13.969470631507498,6
3,587,1401,82,8,82:8,330,0,54285,19.557258884110496,6
4,809,1712,82,8,82:8,330,0,54285,25.145047136713494,6
5,991,1864,82,8,82:8,330,0,54285,30.73283538931649,6
6,1422,2492,82,8,82:8,330,0,54285,36.3206236419195,6
7,1811,2902,82,8,82:8,330,0,54285,41.90841189452249,6
8,2113,3134,82,8,82:8,330,0,54285,47.49620014712549,6
9,2660,3768,82,8,82:8,330,0,54285,53.08398839972848,6
10,3184,4162,82,8,82:8,330,0,54285,58.67177665233149,6
11,4012,4991,82,8,82:8,330,0,54285,64.25956490493448,6
12,4215,5174,82,8,82:8,330,0,54285,69.84735315753748,6
13,4019,4955,82,8,82:8,330,0,54285,75.43514141014049,6
14,2899,3638,82,8,82:8,330,0,54285,81.02292966274348,6
15,2414,2971,82,8,82:8,330,0,54285,86.61071791534647,6
16,1931,2406,82,8,82:8,330,0,54285,92.19850616794949,6
17,1485,1885,82,8,82:8,330,0,54285,97.78629442055248,6
18,1253,1521,82,8,82:8,330,0,54285,103.37408267315547,6
19,922,1106,82,8,82:8,330,0,54285,108.96187092575848,6
20,822,933,82,8,82:8,330,0,54285,114.54965917836148,6
21,509,555,82,8,82:8,330,0,54285,120.13744743096447,6
22,366,395,82,8,82:8,330,0,54285,125.72523568356746,6
23,222,227,82,8,82:8,330,0,54285,131.31302393617045,6
24,147,148,82,8,82:8,330,0,54285,136.90081218877347,6
25,91,92,82,8,82:8,330,0,54285,142.48860044137646,6
26,36,36,82,8,82:8,330,0,54285,148.07638869397948,6
27,20,20,82,8,82:8,330,0,54285,153.66417694658247,6
28,8,8,82,8,82:8,330,0,54285,159.25196519918546,6
29,4,4,82,8,82:8,330,0,54285,164.83975345178845,6
0,94,233,82,9,82:9,330,0,54285,2.7938941263014994,6
1,153,442,82,9,82:9,330,0,54285,8.381682378904499,6
2,434,1110,82,9,82:9,330,0,54285,13.969470631507498,6
3,670,1401,82,9,82:9,330,0,54285,19.557258884110496,6
4,834,1712,82,9,82:9,330,0,54285,25.145047136713494,6
5,968,1864,82,9,82:9,330,0,54285,30.73283538931649,6
6,1442,2492,82,9,82:9,330,0,54285,36.3206236419195,6
7,1729,2902,82,9,82:9,330,0,54285,41.90841189452249,6
8,1999,3134,82,9,82:9,330,0,54285,47.49620014712549,6
9,2549,3768,82,9,82:9,330,0,54285,53.08398839972848,6
10,3108,4162,82,9,82:9,330,0,54285,58.67177665233149,6
11,3941,4991,82,9,82:9,330,0,54285,64.25956490493448,6
12,4310,5174,82,9,82:9,330,0,54285,69.84735315753748,6
13,4237,4955,82,9,82:9,330,0,54285,75.43514141014049,6
14,3093,3638,82,9,82:9,330,0,54285,81.02292966274348,6
15,2559,2971,82,9,82:9,330,0,54285,86.61071791534647,6
16,2058,2406,82,9,82:9,330,0,54285,92.19850616794949,6
17,1616,1885,82,9,82:9,330,0,54285,97.78629442055248,6
18,1336,1521,82,9,82:9,330,0,54285,103.37408267315547,6
19,975,1106,82,9,82:9,330,0,54285,108.96187092575848,6
20,842,933,82,9,82:9,330,0,54285,114.54965917836148,6
21,503,555,82,9,82:9,330,0,54285,120.13744743096447,6
22,354,395,82,9,82:9,330,0,54285,125.72523568356746,6
23,207,227,82,9,82:9,330,0,54285,131.31302393617045,6
24,132,148,82,9,82:9,330,0,54285,136.90081218877347,6
25,85,92,82,9,82:9,330,0,54285,142.48860044137646,6
26,33,36,82,9,82:9,330,0,54285,148.07638869397948,6
27,19,20,82,9,82:9,330,0,54285,153.66417694658247,6
28,8,8,82,9,82:9,330,0,54285,159.25196519918546,6
29,4,4,82,9,82:9,330,0,54285,164.83975345178845,6
0,47,233,82,10,82:10,330,0,54285,2.7938941263014994,6
1,91,442,82,10,82:10,330,0,54285,8.381682378904499,6
2,287,1110,82,10,82:10,330,0,54285,13.969470631507498,6
3,523,1401,82,10,82:10,330,0,54285,19.557258884110496,6
4,785,1712,82,10,82:10,330,0,54285,25.145047136713494,6
5,982,1864,82,10,82:10,330,0,54285,30.73283538931649,6
6,1530,2492,82,10,82:10,330,0,54285,36.3206236419195,6
7,1801,2902,82,10,82:10,330,0,54285,41.90841189452249,6
8,2119,3134,82,10,82:10,330,0,54285,47.49620014712549,6
9,2690,3768,82,10,82:10,330,0,54285,53.08398839972848,6
10,3206,4162,82,10,82:10,330,0,54285,58.67177665233149,6
11,4128,4991,82,10,82:10,330,0,54285,64.25956490493448,6
12,4502,5174,82,10,82:10,330,0,54285,69.84735315753748,6
13,4372,4955,82,10,82:10,330,0,54285,75.43514141014049,6
14,3169,3638,82,10,82:10,330,0,54285,81.02292966274348,6
15,2577,2971,82,10,82:10,330,0,54285,86.61071791534647,6
16,2079,2406,82,10,82:10,330,0,54285,92.19850616794949,6
17,1639,1885,82,10,82:10,330,0,54285,97.78629442055248,6
18,1355,1521,82,10,82:10,330,0,54285,103.37408267315547,6
19,991,1106,82,10,82:10,330,0,54285,108.96187092575848,6
20,856,933,82,10,82:10,330,0,54285,114.54965917836148,6
21,498,555,82,10,82:10,330,0,54285,120.13744743096447,6
22,358,395,82,10,82:10,330,0,54285,125.72523568356746,6
23,213,227,82,10,82:10,330,0,54285,131.31302393617045,6
24,140,148,82,10,82:10,330,0,54285,136.90081218877347,6
25,90,92,82,10,82:10,330,0,54285,142.48860044137646,6
26,35,36,82,10,82:10,330,0,54285,148.07638869397948,6
27,19,20,82,10,82:10,330,0,54285,153.66417694658247,6
28,8,8,82,10,82:10,330,0,54285,159.25196519918546,6
29,4,4,82,10,82:10,330,0,54285,164.83975345178845,6
0,96,233,82,11,82:11,330,0,54285,2.7938941263014994,6
1,158,442,82,11,82:11,330,0,54285,8.381682378904499,6
2,377,1110,82,11,82:11,330,0,54285,13.969470631507498,6
3,639,1401,82,11,82:11,330,0,54285,19.557258884110496,6
4,755,1712,82,11,82:11,330,0,54285,25.145047136713494,6
5,893,1864,82,11,82:11,330,0,54285,30.73283538931649,6
6,1298,2492,82,11,82:11,330,0,54285,36.3206236419195,6
7,1553,2902,82,11,82:11,330,0,54285,41.90841189452249,6
8,1740,3134,82,11,82:11,330,0,54285,47.49620014712549,6
9,2213,3768,82,11,82:11,330,0,54285,53.08398839972848,6
10,2765,4162,82,11,82:11,330,0,54285,58.67177665233149,6
11,3561,4991,82,11,82:11,330,0,54285,64.25956490493448,6
12,3949,5174,82,11,82:11,330,0,54285,69.84735315753748,6
13,3920,4955,82,11,82:11,330,0,54285,75.43514141014049,6
14,2807,3638,82,11,82:11,330,0,54285,81.02292966274348,6
15,2329,2971,82,11,82:11,330,0,54285,86.61071791534647,6
16,1894,2406,82,11,82:11,330,0,54285,92.19850616794949,6
17,1450,1885,82,11,82:11,330,0,54285,97.78629442055248,6
18,1202,1521,82,11,82:11,330,0,54285,103.37408267315547,6
19,874,1106,82,11,82:11,330,0,54285,108.96187092575848,6
20,736,933,82,11,82:11,330,0,54285,114.54965917836148,6
21,411,555,82,11,82:11,330,0,54285,120.13744743096447,6
22,290,395,82,11,82:11,330,0,54285,125.72523568356746,6
23,171,227,82,11,82:11,330,0,54285,131.31302393617045,6
24,108,148,82,11,82:11,330,0,54285,136.90081218877347,6
25,77,92,82,11,82:11,330,0,54285,142.48860044137646,6
26,30,36,82,11,82:11,330,0,54285,148.07638869397948,6
27,19,20,82,11,82:11,330,0,54285,153.66417694658247,6
28,8,8,82,11,82:11,330,0,54285,159.25196519918546,6
29,4,4,82,11,82:11,330,0,54285,164.83975345178845,6
0,78,233,82,12,82:12,330,0,54285,2.7938941263014994,6
1,150,442,82,12,82:12,330,0,54285,8.381682378904499,6
2,348,1110,82,12,82:12,330,0,54285,13.969470631507498,6
3,516,1401,82,12,82:12,330,0,54285,19.557258884110496,6
4,609,1712,82,12,82:12,330,0,54285,25.145047136713494,6
5,669,1864,82,12,82:12,330,0,54285,30.73283538931649,6
6,919,2492,82,12,82:12,330,0,54285,36.3206236419195,6
7,1143,2902,82,12,82:12,330,0,54285,41.90841189452249,6
8,1275,3134,82,12,82:12,330,0,54285,47.49620014712549,6
9,1577,3768,82,12,82:12,330,0,54285,53.08398839972848,6
10,1834,4162,82,12,82:12,330,0,54285,58.67177665233149,6
11,2356,4991,82,12,82:12,330,0,54285,64.25956490493448,6
12,2607,5174,82,12,82:12,330,0,54285,69.84735315753748,6
13,2514,4955,82,12,82:12,330,0,54285,75.43514141014049,6
14,1812,3638,82,12,82:12,330,0,54285,81.02292966274348,6
15,1573,2971,82,12,82:12,330,0,54285,86.61071791534647,6
16,1282,2406,82,12,82:12,330,0,54285,92.19850616794949,6
17,996,1885,82,12,82:12,330,0,54285,97.78629442055248,6
18,834,1521,82,12,82:12,330,0,54285,103.37408267315547,6
19,600,1106,82,12,82:12,330,0,54285,108.96187092575848,6
20,527,933,82,12,82:12,330,0,54285,114.54965917836148,6
21,302,555,82,12,82:12,330,0,54285,120.13744743096447,6
22,225,395,82,12,82:12,330,0,54285,125.72523568356746,6
23,143,227,82,12,82:12,330,0,54285,131.31302393617045,6
24,100,148,82,12,82:12,330,0,54285,136.90081218877347,6
